PA,SZ,FA,Hse,Time
Toa Payoh,Sennett,<=60,0,2013
Toa Payoh,Sennett,>60 to 80,0,2013
Toa Payoh,Sennett,>80 to 100,10,2013
Toa Payoh,Sennett,>100 to 120,30,2013
Toa Payoh,Sennett,>120,1160,2013
Toa Payoh,Sennett,Not Available,90,2013
Toa Payoh,Toa Payoh Central,<=60,1240,2013
Toa Payoh,Toa Payoh Central,>60 to 80,2710,2013
Toa Payoh,Toa Payoh Central,>80 to 100,2620,2013
Toa Payoh,Toa Payoh Central,>100 to 120,2620,2013
Toa Payoh,Toa Payoh Central,>120,1430,2013
Toa Payoh,Toa Payoh Central,Not Available,160,2013
Toa Payoh,Toa Payoh West,<=60,240,2013
Toa Payoh,Toa Payoh West,>60 to 80,3030,2013
Toa Payoh,Toa Payoh West,>80 to 100,240,2013
Toa Payoh,Toa Payoh West,>100 to 120,100,2013
Toa Payoh,Toa Payoh West,>120,1440,2013
Toa Payoh,Toa Payoh West,Not Available,110,2013
Toa Payoh,Woodleigh,<=60,30,2013
Toa Payoh,Woodleigh,>60 to 80,110,2013
Toa Payoh,Woodleigh,>80 to 100,170,2013
Toa Payoh,Woodleigh,>100 to 120,330,2013
Toa Payoh,Woodleigh,>120,470,2013
Toa Payoh,Woodleigh,Not Available,0,2013
Tuas,Tengeh,<=60,0,2013
Tuas,Tengeh,>60 to 80,0,2013
Tuas,Tengeh,>80 to 100,0,2013
Tuas,Tengeh,>100 to 120,0,2013
Tuas,Tengeh,>120,0,2013
Tuas,Tengeh,Not Available,0,2013
Tuas,Tuas Bay,<=60,0,2013
Tuas,Tuas Bay,>60 to 80,0,2013
Tuas,Tuas Bay,>80 to 100,0,2013
Tuas,Tuas Bay,>100 to 120,0,2013
Tuas,Tuas Bay,>120,0,2013
Tuas,Tuas Bay,Not Available,0,2013
Tuas,Tuas North,<=60,0,2013
Tuas,Tuas North,>60 to 80,0,2013
Tuas,Tuas North,>80 to 100,0,2013
Tuas,Tuas North,>100 to 120,0,2013
Tuas,Tuas North,>120,0,2013
Tuas,Tuas North,Not Available,0,2013
Tuas,Tuas Promenade,<=60,0,2013
Tuas,Tuas Promenade,>60 to 80,0,2013
Tuas,Tuas Promenade,>80 to 100,0,2013
Tuas,Tuas Promenade,>100 to 120,0,2013
Tuas,Tuas Promenade,>120,0,2013
Tuas,Tuas Promenade,Not Available,0,2013
Tuas,Tuas View,<=60,0,2013
Tuas,Tuas View,>60 to 80,0,2013
Tuas,Tuas View,>80 to 100,0,2013
Tuas,Tuas View,>100 to 120,0,2013
Tuas,Tuas View,>120,0,2013
Tuas,Tuas View,Not Available,0,2013
Tuas,Tuas View Extension,<=60,0,2013
Tuas,Tuas View Extension,>60 to 80,0,2013
Tuas,Tuas View Extension,>80 to 100,0,2013
Tuas,Tuas View Extension,>100 to 120,0,2013
Tuas,Tuas View Extension,>120,0,2013
Tuas,Tuas View Extension,Not Available,0,2013
Western Islands,Jurong Island And Bukom,<=60,0,2013
Western Islands,Jurong Island And Bukom,>60 to 80,0,2013
Western Islands,Jurong Island And Bukom,>80 to 100,0,2013
Western Islands,Jurong Island And Bukom,>100 to 120,0,2013
Western Islands,Jurong Island And Bukom,>120,0,2013
Western Islands,Jurong Island And Bukom,Not Available,0,2013
Western Islands,Semakau,<=60,0,2013
Western Islands,Semakau,>60 to 80,0,2013
Western Islands,Semakau,>80 to 100,0,2013
Western Islands,Semakau,>100 to 120,0,2013
Western Islands,Semakau,>120,0,2013
Western Islands,Semakau,Not Available,0,2013
Western Islands,Sudong,<=60,0,2013
Western Islands,Sudong,>60 to 80,0,2013
Western Islands,Sudong,>80 to 100,0,2013
Western Islands,Sudong,>100 to 120,0,2013
Western Islands,Sudong,>120,0,2013
Western Islands,Sudong,Not Available,0,2013
Western Water Catchment,Western Water Catchment,<=60,0,2013
Western Water Catchment,Western Water Catchment,>60 to 80,0,2013
Western Water Catchment,Western Water Catchment,>80 to 100,0,2013
Western Water Catchment,Western Water Catchment,>100 to 120,0,2013
Western Water Catchment,Western Water Catchment,>120,0,2013
Western Water Catchment,Western Water Catchment,Not Available,0,2013
Woodlands,Greenwood Park,<=60,0,2013
Woodlands,Greenwood Park,>60 to 80,0,2013
Woodlands,Greenwood Park,>80 to 100,0,2013
Woodlands,Greenwood Park,>100 to 120,0,2013
Woodlands,Greenwood Park,>120,0,2013
Woodlands,Greenwood Park,Not Available,0,2013
Woodlands,Midview,<=60,370,2013
Woodlands,Midview,>60 to 80,400,2013
Woodlands,Midview,>80 to 100,2430,2013
Woodlands,Midview,>100 to 120,2210,2013
Woodlands,Midview,>120,3500,2013
Woodlands,Midview,Not Available,0,2013
Woodlands,North Coast,<=60,60,2013
Woodlands,North Coast,>60 to 80,1580,2013
Woodlands,North Coast,>80 to 100,1650,2013
Woodlands,North Coast,>100 to 120,540,2013
Woodlands,North Coast,>120,220,2013
Woodlands,North Coast,Not Available,60,2013
Woodlands,Senoko West,<=60,0,2013
Woodlands,Senoko West,>60 to 80,0,2013
Woodlands,Senoko West,>80 to 100,0,2013
Woodlands,Senoko West,>100 to 120,0,2013
Woodlands,Senoko West,>120,0,2013
Woodlands,Senoko West,Not Available,0,2013
Woodlands,Woodgrove,<=60,0,2013
Woodlands,Woodgrove,>60 to 80,590,2013
Woodlands,Woodgrove,>80 to 100,1790,2013
Woodlands,Woodgrove,>100 to 120,2890,2013
Woodlands,Woodgrove,>120,3750,2013
Woodlands,Woodgrove,Not Available,60,2013
Woodlands,Woodlands East,<=60,0,2013
Woodlands,Woodlands East,>60 to 80,0,2013
Woodlands,Woodlands East,>80 to 100,5470,2013
Woodlands,Woodlands East,>100 to 120,11120,2013
Woodlands,Woodlands East,>120,7100,2013
Woodlands,Woodlands East,Not Available,0,2013
Woodlands,Woodlands Regional Centre,<=60,0,2013
Woodlands,Woodlands Regional Centre,>60 to 80,0,2013
Woodlands,Woodlands Regional Centre,>80 to 100,0,2013
Woodlands,Woodlands Regional Centre,>100 to 120,0,2013
Woodlands,Woodlands Regional Centre,>120,0,2013
Woodlands,Woodlands Regional Centre,Not Available,0,2013
Woodlands,Woodlands South,<=60,720,2013
Woodlands,Woodlands South,>60 to 80,180,2013
Woodlands,Woodlands South,>80 to 100,1270,2013
Woodlands,Woodlands South,>100 to 120,4530,2013
Woodlands,Woodlands South,>120,2730,2013
Woodlands,Woodlands South,Not Available,0,2013
Woodlands,Woodlands West,<=60,1400,2013
Woodlands,Woodlands West,>60 to 80,2560,2013
Woodlands,Woodlands West,>80 to 100,2500,2013
Woodlands,Woodlands West,>100 to 120,610,2013
Woodlands,Woodlands West,>120,1950,2013
Woodlands,Woodlands West,Not Available,100,2013
Yishun,Khatib,<=60,0,2013
Yishun,Khatib,>60 to 80,700,2013
Yishun,Khatib,>80 to 100,680,2013
Yishun,Khatib,>100 to 120,720,2013
Yishun,Khatib,>120,1070,2013
Yishun,Khatib,Not Available,10,2013
Yishun,Lower Seletar,<=60,0,2013
Yishun,Lower Seletar,>60 to 80,0,2013
Yishun,Lower Seletar,>80 to 100,0,2013
Yishun,Lower Seletar,>100 to 120,0,2013
Yishun,Lower Seletar,>120,250,2013
Yishun,Lower Seletar,Not Available,0,2013
Yishun,Nee Soon,<=60,0,2013
Yishun,Nee Soon,>60 to 80,0,2013
Yishun,Nee Soon,>80 to 100,20,2013
Yishun,Nee Soon,>100 to 120,90,2013
Yishun,Nee Soon,>120,190,2013
Yishun,Nee Soon,Not Available,0,2013
Yishun,Northland,<=60,0,2013
Yishun,Northland,>60 to 80,2640,2013
Yishun,Northland,>80 to 100,3160,2013
Yishun,Northland,>100 to 120,1620,2013
Yishun,Northland,>120,1330,2013
Yishun,Northland,Not Available,90,2013
Yishun,Springleaf,<=60,0,2013
Yishun,Springleaf,>60 to 80,0,2013
Yishun,Springleaf,>80 to 100,10,2013
Yishun,Springleaf,>100 to 120,10,2013
Yishun,Springleaf,>120,1020,2013
Yishun,Springleaf,Not Available,40,2013
Yishun,Yishun Central,<=60,0,2013
Yishun,Yishun Central,>60 to 80,0,2013
Yishun,Yishun Central,>80 to 100,0,2013
Yishun,Yishun Central,>100 to 120,220,2013
Yishun,Yishun Central,>120,180,2013
Yishun,Yishun Central,Not Available,0,2013
Yishun,Yishun East,<=60,530,2013
Yishun,Yishun East,>60 to 80,1390,2013
Yishun,Yishun East,>80 to 100,2780,2013
Yishun,Yishun East,>100 to 120,3680,2013
Yishun,Yishun East,>120,2200,2013
Yishun,Yishun East,Not Available,30,2013
Yishun,Yishun South,<=60,100,2013
Yishun,Yishun South,>60 to 80,1440,2013
Yishun,Yishun South,>80 to 100,2640,2013
Yishun,Yishun South,>100 to 120,3700,2013
Yishun,Yishun South,>120,3460,2013
Yishun,Yishun South,Not Available,70,2013
Yishun,Yishun West,<=60,650,2013
Yishun,Yishun West,>60 to 80,6640,2013
Yishun,Yishun West,>80 to 100,6190,2013
Yishun,Yishun West,>100 to 120,2020,2013
Yishun,Yishun West,>120,1810,2013
Yishun,Yishun West,Not Available,250,2013
Ang Mo Kio,Ang Mo Kio Town Centre,<=60,0,2014
Ang Mo Kio,Ang Mo Kio Town Centre,>60 to 80,180,2014
Ang Mo Kio,Ang Mo Kio Town Centre,>80 to 100,460,2014
Ang Mo Kio,Ang Mo Kio Town Centre,>100 to 120,1030,2014
Ang Mo Kio,Ang Mo Kio Town Centre,>120,210,2014
Ang Mo Kio,Ang Mo Kio Town Centre,Not Available,120,2014
Ang Mo Kio,Cheng San,<=60,320,2014
Ang Mo Kio,Cheng San,>60 to 80,4530,2014
Ang Mo Kio,Cheng San,>80 to 100,3810,2014
Ang Mo Kio,Cheng San,>100 to 120,1290,2014
Ang Mo Kio,Cheng San,>120,210,2014
Ang Mo Kio,Cheng San,Not Available,130,2014
Ang Mo Kio,Chong Boon,<=60,700,2014
Ang Mo Kio,Chong Boon,>60 to 80,4220,2014
Ang Mo Kio,Chong Boon,>80 to 100,3380,2014
Ang Mo Kio,Chong Boon,>100 to 120,940,2014
Ang Mo Kio,Chong Boon,>120,120,2014
Ang Mo Kio,Chong Boon,Not Available,180,2014
Ang Mo Kio,Kebun Bahru,<=60,1240,2014
Ang Mo Kio,Kebun Bahru,>60 to 80,3520,2014
Ang Mo Kio,Kebun Bahru,>80 to 100,2490,2014
Ang Mo Kio,Kebun Bahru,>100 to 120,240,2014
Ang Mo Kio,Kebun Bahru,>120,770,2014
Ang Mo Kio,Kebun Bahru,Not Available,140,2014
Ang Mo Kio,Sembawang Hills,<=60,0,2014
Ang Mo Kio,Sembawang Hills,>60 to 80,50,2014
Ang Mo Kio,Sembawang Hills,>80 to 100,150,2014
Ang Mo Kio,Sembawang Hills,>100 to 120,180,2014
Ang Mo Kio,Sembawang Hills,>120,1510,2014
Ang Mo Kio,Sembawang Hills,Not Available,60,2014
Ang Mo Kio,Shangri-La,<=60,1290,2014
Ang Mo Kio,Shangri-La,>60 to 80,2820,2014
Ang Mo Kio,Shangri-La,>80 to 100,1860,2014
Ang Mo Kio,Shangri-La,>100 to 120,260,2014
Ang Mo Kio,Shangri-La,>120,460,2014
Ang Mo Kio,Shangri-La,Not Available,80,2014
Ang Mo Kio,Tagore,<=60,50,2014
Ang Mo Kio,Tagore,>60 to 80,140,2014
Ang Mo Kio,Tagore,>80 to 100,60,2014
Ang Mo Kio,Tagore,>100 to 120,430,2014
Ang Mo Kio,Tagore,>120,1840,2014
Ang Mo Kio,Tagore,Not Available,10,2014
Ang Mo Kio,Townsville,<=60,730,2014
Ang Mo Kio,Townsville,>60 to 80,2410,2014
Ang Mo Kio,Townsville,>80 to 100,3650,2014
Ang Mo Kio,Townsville,>100 to 120,650,2014
Ang Mo Kio,Townsville,>120,530,2014
Ang Mo Kio,Townsville,Not Available,70,2014
Ang Mo Kio,Yio Chu Kang,<=60,0,2014
Ang Mo Kio,Yio Chu Kang,>60 to 80,0,2014
Ang Mo Kio,Yio Chu Kang,>80 to 100,0,2014
Ang Mo Kio,Yio Chu Kang,>100 to 120,0,2014
Ang Mo Kio,Yio Chu Kang,>120,0,2014
Ang Mo Kio,Yio Chu Kang,Not Available,0,2014
Ang Mo Kio,Yio Chu Kang East,<=60,0,2014
Ang Mo Kio,Yio Chu Kang East,>60 to 80,10,2014
Ang Mo Kio,Yio Chu Kang East,>80 to 100,30,2014
Ang Mo Kio,Yio Chu Kang East,>100 to 120,150,2014
Ang Mo Kio,Yio Chu Kang East,>120,1020,2014
Ang Mo Kio,Yio Chu Kang East,Not Available,0,2014
Ang Mo Kio,Yio Chu Kang North,<=60,0,2014
Ang Mo Kio,Yio Chu Kang North,>60 to 80,0,2014
Ang Mo Kio,Yio Chu Kang North,>80 to 100,0,2014
Ang Mo Kio,Yio Chu Kang North,>100 to 120,0,2014
Ang Mo Kio,Yio Chu Kang North,>120,0,2014
Ang Mo Kio,Yio Chu Kang North,Not Available,0,2014
Ang Mo Kio,Yio Chu Kang West,<=60,1020,2014
Ang Mo Kio,Yio Chu Kang West,>60 to 80,2410,2014
Ang Mo Kio,Yio Chu Kang West,>80 to 100,2480,2014
Ang Mo Kio,Yio Chu Kang West,>100 to 120,1160,2014
Ang Mo Kio,Yio Chu Kang West,>120,1760,2014
Ang Mo Kio,Yio Chu Kang West,Not Available,70,2014
Bedok,Bayshore,<=60,50,2014
Bedok,Bayshore,>60 to 80,110,2014
Bedok,Bayshore,>80 to 100,1420,2014
Bedok,Bayshore,>100 to 120,1050,2014
Bedok,Bayshore,>120,1400,2014
Bedok,Bayshore,Not Available,0,2014
Bedok,Bedok North,<=60,3470,2014
Bedok,Bedok North,>60 to 80,9100,2014
Bedok,Bedok North,>80 to 100,9600,2014
Bedok,Bedok North,>100 to 120,2920,2014
Bedok,Bedok North,>120,3020,2014
Bedok,Bedok North,Not Available,540,2014
Bedok,Bedok Reservoir,<=60,10,2014
Bedok,Bedok Reservoir,>60 to 80,990,2014
Bedok,Bedok Reservoir,>80 to 100,1360,2014
Bedok,Bedok Reservoir,>100 to 120,3460,2014
Bedok,Bedok Reservoir,>120,1960,2014
Bedok,Bedok Reservoir,Not Available,60,2014
Bedok,Bedok South,<=60,1320,2014
Bedok,Bedok South,>60 to 80,3040,2014
Bedok,Bedok South,>80 to 100,4610,2014
Bedok,Bedok South,>100 to 120,1860,2014
Bedok,Bedok South,>120,5410,2014
Bedok,Bedok South,Not Available,190,2014
Bedok,Frankel,<=60,870,2014
Bedok,Frankel,>60 to 80,600,2014
Bedok,Frankel,>80 to 100,1070,2014
Bedok,Frankel,>100 to 120,1730,2014
Bedok,Frankel,>120,7640,2014
Bedok,Frankel,Not Available,430,2014
Bedok,Kaki Bukit,<=60,330,2014
Bedok,Kaki Bukit,>60 to 80,2020,2014
Bedok,Kaki Bukit,>80 to 100,3110,2014
Bedok,Kaki Bukit,>100 to 120,1600,2014
Bedok,Kaki Bukit,>120,4160,2014
Bedok,Kaki Bukit,Not Available,100,2014
Bedok,Kembangan,<=60,1970,2014
Bedok,Kembangan,>60 to 80,2890,2014
Bedok,Kembangan,>80 to 100,1630,2014
Bedok,Kembangan,>100 to 120,1750,2014
Bedok,Kembangan,>120,4470,2014
Bedok,Kembangan,Not Available,220,2014
Bedok,Siglap,<=60,0,2014
Bedok,Siglap,>60 to 80,180,2014
Bedok,Siglap,>80 to 100,120,2014
Bedok,Siglap,>100 to 120,350,2014
Bedok,Siglap,>120,2110,2014
Bedok,Siglap,Not Available,0,2014
Bishan,Bishan East,<=60,180,2014
Bishan,Bishan East,>60 to 80,920,2014
Bishan,Bishan East,>80 to 100,2510,2014
Bishan,Bishan East,>100 to 120,1350,2014
Bishan,Bishan East,>120,3730,2014
Bishan,Bishan East,Not Available,50,2014
Bishan,Marymount,<=60,50,2014
Bishan,Marymount,>60 to 80,10,2014
Bishan,Marymount,>80 to 100,490,2014
Bishan,Marymount,>100 to 120,5230,2014
Bishan,Marymount,>120,3500,2014
Bishan,Marymount,Not Available,60,2014
Bishan,Upper Thomson,<=60,480,2014
Bishan,Upper Thomson,>60 to 80,1470,2014
Bishan,Upper Thomson,>80 to 100,1250,2014
Bishan,Upper Thomson,>100 to 120,1790,2014
Bishan,Upper Thomson,>120,4840,2014
Bishan,Upper Thomson,Not Available,100,2014
Boon Lay,Liu Fang,<=60,0,2014
Boon Lay,Liu Fang,>60 to 80,0,2014
Boon Lay,Liu Fang,>80 to 100,0,2014
Boon Lay,Liu Fang,>100 to 120,0,2014
Boon Lay,Liu Fang,>120,0,2014
Boon Lay,Liu Fang,Not Available,0,2014
Boon Lay,Samulun,<=60,0,2014
Boon Lay,Samulun,>60 to 80,0,2014
Boon Lay,Samulun,>80 to 100,0,2014
Boon Lay,Samulun,>100 to 120,0,2014
Boon Lay,Samulun,>120,0,2014
Boon Lay,Samulun,Not Available,0,2014
Boon Lay,Shipyard,<=60,0,2014
Boon Lay,Shipyard,>60 to 80,0,2014
Boon Lay,Shipyard,>80 to 100,0,2014
Boon Lay,Shipyard,>100 to 120,0,2014
Boon Lay,Shipyard,>120,0,2014
Boon Lay,Shipyard,Not Available,0,2014
Boon Lay,Tukang,<=60,0,2014
Boon Lay,Tukang,>60 to 80,0,2014
Boon Lay,Tukang,>80 to 100,0,2014
Boon Lay,Tukang,>100 to 120,0,2014
Boon Lay,Tukang,>120,0,2014
Boon Lay,Tukang,Not Available,0,2014
Bukit Batok,Brickworks,<=60,0,2014
Bukit Batok,Brickworks,>60 to 80,0,2014
Bukit Batok,Brickworks,>80 to 100,0,2014
Bukit Batok,Brickworks,>100 to 120,0,2014
Bukit Batok,Brickworks,>120,0,2014
Bukit Batok,Brickworks,Not Available,0,2014
Bukit Batok,Bukit Batok Central,<=60,640,2014
Bukit Batok,Bukit Batok Central,>60 to 80,1530,2014
Bukit Batok,Bukit Batok Central,>80 to 100,850,2014
Bukit Batok,Bukit Batok Central,>100 to 120,3020,2014
Bukit Batok,Bukit Batok Central,>120,1990,2014
Bukit Batok,Bukit Batok Central,Not Available,70,2014
Bukit Batok,Bukit Batok East,<=60,0,2014
Bukit Batok,Bukit Batok East,>60 to 80,2350,2014
Bukit Batok,Bukit Batok East,>80 to 100,1130,2014
Bukit Batok,Bukit Batok East,>100 to 120,440,2014
Bukit Batok,Bukit Batok East,>120,580,2014
Bukit Batok,Bukit Batok East,Not Available,80,2014
Bukit Batok,Bukit Batok South,<=60,0,2014
Bukit Batok,Bukit Batok South,>60 to 80,0,2014
Bukit Batok,Bukit Batok South,>80 to 100,780,2014
Bukit Batok,Bukit Batok South,>100 to 120,1670,2014
Bukit Batok,Bukit Batok South,>120,1440,2014
Bukit Batok,Bukit Batok South,Not Available,0,2014
Bukit Batok,Bukit Batok West,<=60,0,2014
Bukit Batok,Bukit Batok West,>60 to 80,1810,2014
Bukit Batok,Bukit Batok West,>80 to 100,790,2014
Bukit Batok,Bukit Batok West,>100 to 120,1290,2014
Bukit Batok,Bukit Batok West,>120,630,2014
Bukit Batok,Bukit Batok West,Not Available,60,2014
Bukit Batok,Gombak,<=60,0,2014
Bukit Batok,Gombak,>60 to 80,0,2014
Bukit Batok,Gombak,>80 to 100,1320,2014
Bukit Batok,Gombak,>100 to 120,810,2014
Bukit Batok,Gombak,>120,680,2014
Bukit Batok,Gombak,Not Available,80,2014
Bukit Batok,Guilin,<=60,530,2014
Bukit Batok,Guilin,>60 to 80,990,2014
Bukit Batok,Guilin,>80 to 100,910,2014
Bukit Batok,Guilin,>100 to 120,1280,2014
Bukit Batok,Guilin,>120,860,2014
Bukit Batok,Guilin,Not Available,10,2014
Bukit Batok,Hillview,<=60,10,2014
Bukit Batok,Hillview,>60 to 80,80,2014
Bukit Batok,Hillview,>80 to 100,1200,2014
Bukit Batok,Hillview,>100 to 120,1690,2014
Bukit Batok,Hillview,>120,3780,2014
Bukit Batok,Hillview,Not Available,10,2014
Bukit Batok,Hong Kah North,<=60,0,2014
Bukit Batok,Hong Kah North,>60 to 80,2880,2014
Bukit Batok,Hong Kah North,>80 to 100,2900,2014
Bukit Batok,Hong Kah North,>100 to 120,1120,2014
Bukit Batok,Hong Kah North,>120,1320,2014
Bukit Batok,Hong Kah North,Not Available,90,2014
Bukit Merah,Alexandra Hill,<=60,2270,2014
Bukit Merah,Alexandra Hill,>60 to 80,660,2014
Bukit Merah,Alexandra Hill,>80 to 100,880,2014
Bukit Merah,Alexandra Hill,>100 to 120,660,2014
Bukit Merah,Alexandra Hill,>120,750,2014
Bukit Merah,Alexandra Hill,Not Available,210,2014
Bukit Merah,Alexandra North,<=60,20,2014
Bukit Merah,Alexandra North,>60 to 80,80,2014
Bukit Merah,Alexandra North,>80 to 100,150,2014
Bukit Merah,Alexandra North,>100 to 120,410,2014
Bukit Merah,Alexandra North,>120,80,2014
Bukit Merah,Alexandra North,Not Available,0,2014
Bukit Merah,Bukit Ho Swee,<=60,3160,2014
Bukit Merah,Bukit Ho Swee,>60 to 80,1140,2014
Bukit Merah,Bukit Ho Swee,>80 to 100,1200,2014
Bukit Merah,Bukit Ho Swee,>100 to 120,670,2014
Bukit Merah,Bukit Ho Swee,>120,130,2014
Bukit Merah,Bukit Ho Swee,Not Available,130,2014
Bukit Merah,Bukit Merah,<=60,0,2014
Bukit Merah,Bukit Merah,>60 to 80,60,2014
Bukit Merah,Bukit Merah,>80 to 100,10,2014
Bukit Merah,Bukit Merah,>100 to 120,270,2014
Bukit Merah,Bukit Merah,>120,20,2014
Bukit Merah,Bukit Merah,Not Available,40,2014
Bukit Merah,City Terminals,<=60,0,2014
Bukit Merah,City Terminals,>60 to 80,0,2014
Bukit Merah,City Terminals,>80 to 100,0,2014
Bukit Merah,City Terminals,>100 to 120,0,2014
Bukit Merah,City Terminals,>120,0,2014
Bukit Merah,City Terminals,Not Available,0,2014
Bukit Merah,Depot Road,<=60,0,2014
Bukit Merah,Depot Road,>60 to 80,50,2014
Bukit Merah,Depot Road,>80 to 100,760,2014
Bukit Merah,Depot Road,>100 to 120,770,2014
Bukit Merah,Depot Road,>120,740,2014
Bukit Merah,Depot Road,Not Available,0,2014
Bukit Merah,Everton Park,<=60,560,2014
Bukit Merah,Everton Park,>60 to 80,810,2014
Bukit Merah,Everton Park,>80 to 100,880,2014
Bukit Merah,Everton Park,>100 to 120,690,2014
Bukit Merah,Everton Park,>120,810,2014
Bukit Merah,Everton Park,Not Available,60,2014
Bukit Merah,Henderson Hill,<=60,2210,2014
Bukit Merah,Henderson Hill,>60 to 80,1920,2014
Bukit Merah,Henderson Hill,>80 to 100,570,2014
Bukit Merah,Henderson Hill,>100 to 120,220,2014
Bukit Merah,Henderson Hill,>120,260,2014
Bukit Merah,Henderson Hill,Not Available,40,2014
Bukit Merah,Kampong Tiong Bahru,<=60,1530,2014
Bukit Merah,Kampong Tiong Bahru,>60 to 80,1130,2014
Bukit Merah,Kampong Tiong Bahru,>80 to 100,340,2014
Bukit Merah,Kampong Tiong Bahru,>100 to 120,630,2014
Bukit Merah,Kampong Tiong Bahru,>120,130,2014
Bukit Merah,Kampong Tiong Bahru,Not Available,90,2014
Bukit Merah,Maritime Square,<=60,60,2014
Bukit Merah,Maritime Square,>60 to 80,180,2014
Bukit Merah,Maritime Square,>80 to 100,420,2014
Bukit Merah,Maritime Square,>100 to 120,660,2014
Bukit Merah,Maritime Square,>120,1400,2014
Bukit Merah,Maritime Square,Not Available,20,2014
Bukit Merah,Redhill,<=60,1610,2014
Bukit Merah,Redhill,>60 to 80,510,2014
Bukit Merah,Redhill,>80 to 100,1090,2014
Bukit Merah,Redhill,>100 to 120,740,2014
Bukit Merah,Redhill,>120,830,2014
Bukit Merah,Redhill,Not Available,30,2014
Bukit Merah,Singapore General Hospital,<=60,0,2014
Bukit Merah,Singapore General Hospital,>60 to 80,0,2014
Bukit Merah,Singapore General Hospital,>80 to 100,0,2014
Bukit Merah,Singapore General Hospital,>100 to 120,0,2014
Bukit Merah,Singapore General Hospital,>120,0,2014
Bukit Merah,Singapore General Hospital,Not Available,0,2014
Bukit Merah,Telok Blangah Drive,<=60,650,2014
Bukit Merah,Telok Blangah Drive,>60 to 80,1670,2014
Bukit Merah,Telok Blangah Drive,>80 to 100,1950,2014
Bukit Merah,Telok Blangah Drive,>100 to 120,980,2014
Bukit Merah,Telok Blangah Drive,>120,310,2014
Bukit Merah,Telok Blangah Drive,Not Available,50,2014
Bukit Merah,Telok Blangah Rise,<=60,990,2014
Bukit Merah,Telok Blangah Rise,>60 to 80,1270,2014
Bukit Merah,Telok Blangah Rise,>80 to 100,690,2014
Bukit Merah,Telok Blangah Rise,>100 to 120,1290,2014
Bukit Merah,Telok Blangah Rise,>120,480,2014
Bukit Merah,Telok Blangah Rise,Not Available,50,2014
Bukit Merah,Telok Blangah Way,<=60,1430,2014
Bukit Merah,Telok Blangah Way,>60 to 80,1580,2014
Bukit Merah,Telok Blangah Way,>80 to 100,490,2014
Bukit Merah,Telok Blangah Way,>100 to 120,400,2014
Bukit Merah,Telok Blangah Way,>120,90,2014
Bukit Merah,Telok Blangah Way,Not Available,40,2014
Bukit Merah,Tiong Bahru,<=60,190,2014
Bukit Merah,Tiong Bahru,>60 to 80,820,2014
Bukit Merah,Tiong Bahru,>80 to 100,2360,2014
Bukit Merah,Tiong Bahru,>100 to 120,910,2014
Bukit Merah,Tiong Bahru,>120,170,2014
Bukit Merah,Tiong Bahru,Not Available,140,2014
Bukit Merah,Tiong Bahru Station,<=60,1150,2014
Bukit Merah,Tiong Bahru Station,>60 to 80,90,2014
Bukit Merah,Tiong Bahru Station,>80 to 100,2450,2014
Bukit Merah,Tiong Bahru Station,>100 to 120,1620,2014
Bukit Merah,Tiong Bahru Station,>120,680,2014
Bukit Merah,Tiong Bahru Station,Not Available,40,2014
Bukit Panjang,Bangkit,<=60,0,2014
Bukit Panjang,Bangkit,>60 to 80,1100,2014
Bukit Panjang,Bangkit,>80 to 100,770,2014
Bukit Panjang,Bangkit,>100 to 120,2890,2014
Bukit Panjang,Bangkit,>120,1810,2014
Bukit Panjang,Bangkit,Not Available,20,2014
Bukit Panjang,Dairy Farm,<=60,40,2014
